23429	10803	9470	9188	9016	9005	8941	8951	8912
23692	10791	9517	9147	9057	9006	8974	8952	8881
23744	10800	9472	9199	9056	9006	8933	8919	8905
22781	10803	9478	9192	9063	9005	8975	8945	8912
24744	10804	9470	9195	9027	9005	8937	8949	8909
25548	10794	9536	9150	9072	9000	8968	8959	8912
25663	10812	9482	9143	9052	9010	8978	8953	8911
25785	10688	9480	9140	9053	8975	8991	8924	8916
25928	10804	9551	9190	9022	8998	8971	8926	8886
25750	10814	9551	9195	9011	8966	8944	8959	8915
26001	10816	9495	9197	9046	9015	8973	8954	8910
26137	10815	9539	9149	9062	8964	8944	8952	8908
26212	10697	9481	9187	9051	9008	8977	8951	8908
26322	10701	9495	9146	9054	9005	8974	8952	8887
26345	10690	9487	9187	9048	9008	8978	8952	8906
26374	10823	9546	9145	9048	8999	8972	8948	8908

