22297	23124	23503	23718	25781	27206	29234	30010
22303	23130	23517	23721	25781	27206	29188	30062
22293	23118	23517	23732	25757	27229	29257	29983
22297	23123	23513	23742	25785	27239	29249	29907
22295	23124	23514	23738	25811	27212	29293	29964
22297	23122	23520	23735	25793	27112	29298	29910
22301	23134	23520	23723	25768	27250	29301	30104
22300	23128	23526	23731	25775	27255	29226	29907
22293	23132	23524	23733	25809	27146	29274	29961
22299	23130	23534	23741	25787	27238	29353	29917
22292	23124	23526	23717	25742	27239	29319	30052
22297	23129	23526	23732	25803	27264	29329	30071
22288	23124	23513	23730	25811	27271	29346	29919
22295	23133	23516	23736	25796	27260	29270	30067
22297	23129	23531	23736	25807	27260	29363	29883
22299	23133	23531	23737	25777	27164	29380	30025

