62627	26530	23828	22956	23072	22664	22465	22418	22250
62620	26616	23894	23001	23060	22672	22478	22421	22249
62625	26604	23906	23004	23071	22683	22487	22411	22255
62623	26682	23922	23028	23068	22688	22488	22416	22252
62627	26744	23967	23069	23084	22695	22500	22414	22250
62615	26887	24037	23097	23068	22692	22518	22417	22246
62617	27507	24065	23110	23059	22696	22512	22421	22254
62619	28013	24079	23145	23066	22685	22511	22418	22253
62620	28330	24085	23142	23075	22687	22512	22422	22251
62614	28343	24087	23122	23083	22709	22504	22419	22251
62624	28316	24083	23137	23081	22716	22500	22421	22252
62628	28431	24086	23139	23088	22708	22504	22418	22251
62616	28354	24090	23147	23097	22702	22506	22421	22249
62610	28343	24086	23131	23109	22694	22512	22416	22246
62621	28294	24092	23146	23097	22701	22511	22418	22251
62618	27849	24071	23126	23085	22695	22509	22417	22246

