52816	43130	42574	42354	42240	42237	42215	42229	42182
52388	43221	42604	42366	42249	42241	42223	42229	42179
53041	43306	42608	42366	42250	42244	42230	42235	42184
52760	43395	42617	42382	42262	42247	42228	42231	42178
52765	43473	42619	42391	42275	42246	42232	42226	42172
53076	43531	42635	42381	42289	42250	42237	42227	42177
53744	43610	42625	42390	42286	42252	42242	42225	42176
53562	43628	42627	42389	42292	42257	42235	42233	42179
53306	43636	42624	42391	42296	42259	42244	42235	42190
53094	43660	42625	42377	42301	42259	42238	42222	42175
53141	43666	42624	42382	42300	42248	42234	42225	42183
52998	43657	42633	42382	42298	42252	42245	42226	42178
52954	43631	42623	42376	42301	42257	42237	42220	42180
52939	43635	42617	42385	42300	42244	42244	42230	42182
52752	43600	42617	42396	42298	42256	42233	42231	42179
52459	43591	42618	42388	42289	42257	42241	42234	42176
