37609	29721	28998	28846	28765	28730	28728	28669	28656
37609	29736	28998	28852	28766	28741	28734	28666	28645
37398	29581	28926	28841	28769	28687	28722	28711	28650
37392	29712	28947	28832	28754	28732	28678	28710	28653
37457	29593	29025	28834	28719	28695	28724	28706	28648
37444	29715	29028	28773	28716	28735	28723	28664	28655
37567	29734	29022	28845	28760	28690	28677	28670	28650
37449	29757	29033	28780	28722	28734	28721	28719	28645
37357	29727	29056	28776	28760	28727	28731	28721	28654
37488	29702	28991	28775	28762	28737	28727	28659	28657
37550	29707	29055	28834	28765	28729	28732	28670	28645
37595	29720	29061	28836	28766	28695	28718	28725	28646
37515	29704	29049	28836	28765	28739	28722	28664	28652
37639	29700	29064	28839	28757	28735	28718	28724	28651
37635	29692	29043	28834	28766	28726	28726	28713	28608
37540	29690	28965	28833	28764	28740	28672	28720	28660

