36502	36561	36598	36652	36691	36738	36769	36632
36495	36550	36607	36650	36699	36742	36769	36625
36490	36561	36610	36654	36698	36741	36771	36620
36489	36554	36607	36651	36693	36745	36777	36631
36504	36558	36606	36645	36694	36735	36767	36628
36496	36561	36606	36651	36693	36734	36768	36612
36493	36559	36609	36651	36694	36737	36775	36628
36496	36558	36605	36647	36683	36738	36785	36617
36494	36557	36598	36648	36688	36739	36793	36621
36488	36554	36609	36646	36688	36738	36780	36622
36494	36566	36600	36650	36699	36739	36779	36619
36497	36563	36604	36652	36693	36743	36785	36613
36485	36563	36599	36648	36688	36745	36781	36611
36481	36561	36604	36654	36688	36744	36800	36613
36490	36556	36608	36645	36690	36745	36771	36607
36495	36563	36606	36650	36695	36739	36787	36606

