20328	15899	15632	15530	15386	15370	15366	15352	15344
20315	15772	15524	15425	15486	15380	15458	15443	15342
20308	15793	15632	15416	15486	15466	15458	15352	15430
20320	15805	15635	15439	15484	15465	15363	15446	15438
20326	15818	15530	15531	15485	15382	15443	15448	15338
20325	15949	15641	15531	15389	15474	15360	15356	15434
20330	15817	15639	15532	15493	15382	15452	15447	15427
20317	15945	15533	15534	15387	15474	15364	15356	15427
20328	15804	15523	15435	15483	15469	15461	15443	15351
20322	15815	15530	15521	15391	15383	15362	15345	15342
20335	15945	15522	15427	15494	15376	15365	15445	15434
20327	15940	15639	15436	15482	15470	15367	15344	15344
20332	15824	15518	15531	15390	15376	15460	15356	15340
20331	15940	15520	15531	15476	15383	15367	15346	15339
20319	15826	15515	15433	15382	15372	15461	15346	15348
20322	15959	15632	15425	15476	15378	15353	15360	15429

