62281	62336	62472	62537	62675	62845	63169	63196
62281	62343	62468	62534	62685	62863	63167	63199
62274	62339	62462	62532	62682	62846	63177	63191
62273	62336	62467	62543	62686	62845	63171	63212
62281	62346	62475	62542	62676	62865	63175	63193
62274	62340	62472	62533	62689	62845	63167	63206
62277	62352	62468	62544	62677	62847	63169	63197
62264	62348	62470	62540	62694	62858	63166	63208
62275	62341	62472	62542	62682	62858	63164	63202
62273	62347	62467	62549	62698	62854	63170	63199
62275	62342	62472	62541	62699	62855	63182	63212
62270	62346	62466	62545	62694	62853	63167	63208
62277	62342	62479	62548	62695	62850	63168	63209
62281	62346	62475	62553	62704	62868	63165	63218
62273	62341	62470	62545	62690	62847	63165	63195
62276	62346	62470	62549	62696	62851	63159	63214
