65535	56541	55859	55591	55464	55436	55571	55365	55512
65535	56659	55891	55746	55475	55621	55572	55373	55514
65535	56748	56062	55755	55653	55625	55567	55359	55333
65535	56864	56075	55757	55657	55447	55391	55373	55324
65535	56977	56092	55593	55494	55617	55571	55360	55322
65535	57032	55942	55764	55668	55624	55572	55556	55324
65535	57104	55943	55593	55503	55634	55396	55544	55325
65535	57123	55967	55609	55500	55626	55388	55366	55323
65535	57148	56142	55610	55674	55449	55392	55369	55323
65535	57152	55957	55624	55669	55454	55393	55376	55327
65535	57138	56130	55625	55680	55627	55571	55364	55326
65535	57140	55960	55644	55518	55631	55573	55544	55517
65535	57164	55955	55629	55683	55457	55401	55371	55324
65535	57169	55961	55631	55678	55623	55394	55364	55514
65535	57149	55957	55629	55510	55451	55394	55371	55324
65535	57129	55934	55787	55503	55448	55571	55552	55330

